created_at,entry_id,field4
2022-06-11 06:01:17 UTC,2610,-0.04
2022-06-11 06:02:07 UTC,2611,-0.04
2022-06-11 06:02:58 UTC,2612,-0.04
2022-06-11 06:03:48 UTC,2613,-0.04
2022-06-11 06:04:38 UTC,2614,-0.04
2022-06-11 06:05:29 UTC,2615,-0.04
2022-06-11 06:06:19 UTC,2616,-0.04
2022-06-11 06:07:09 UTC,2617,-0.03
2022-06-11 06:07:59 UTC,2618,-0.06
2022-06-11 06:08:50 UTC,2619,-0.06
2022-06-11 06:09:40 UTC,2620,-0.06
2022-06-11 06:10:30 UTC,2621,-0.06
2022-06-11 06:11:20 UTC,2622,-0.06
2022-06-11 06:12:11 UTC,2623,-0.06
2022-06-11 06:13:01 UTC,2624,-0.06
2022-06-11 06:13:51 UTC,2625,-0.05
2022-06-11 06:14:42 UTC,2626,-0.05
2022-06-11 06:15:32 UTC,2627,-0.05
2022-06-11 06:16:22 UTC,2628,-0.05
2022-06-11 06:17:12 UTC,2629,-0.05
2022-06-11 06:18:03 UTC,2630,-0.05
2022-06-11 06:18:53 UTC,2631,-0.05
2022-06-11 06:19:43 UTC,2632,-0.05
2022-06-11 06:20:33 UTC,2633,-0.05
2022-06-11 06:21:24 UTC,2634,-0.06
2022-06-11 06:22:14 UTC,2635,-0.05
2022-06-11 06:23:04 UTC,2636,-0.05
2022-06-11 06:23:55 UTC,2637,-0.05
2022-06-11 06:24:45 UTC,2638,-0.05
2022-06-11 06:25:35 UTC,2639,-0.05
2022-06-11 06:26:25 UTC,2640,-0.05
2022-06-11 06:27:16 UTC,2641,-0.05
2022-06-11 06:28:06 UTC,2642,-0.05
2022-06-11 06:28:56 UTC,2643,-0.05
2022-06-11 06:29:46 UTC,2644,-0.05
2022-06-11 06:30:37 UTC,2645,-0.05
2022-06-11 06:31:27 UTC,2646,-0.05
2022-06-11 06:32:17 UTC,2647,-0.04
2022-06-11 06:33:07 UTC,2648,-0.05
2022-06-11 06:33:58 UTC,2649,-0.05
2022-06-11 06:34:48 UTC,2650,0.02
2022-06-11 06:35:38 UTC,2651,0.03
2022-06-11 06:36:29 UTC,2652,0.03
2022-06-11 06:37:19 UTC,2653,0.03
2022-06-11 06:38:09 UTC,2654,0.02
2022-06-11 06:38:59 UTC,2655,0.03
2022-06-11 06:39:50 UTC,2656,0.03
2022-06-11 06:40:40 UTC,2657,0.02
2022-06-11 06:41:30 UTC,2658,0.03
2022-06-11 06:42:20 UTC,2659,0.03
2022-06-11 06:43:11 UTC,2660,0.03
2022-06-11 06:44:01 UTC,2661,0.07
2022-06-11 06:44:51 UTC,2662,0.06
2022-06-11 06:45:42 UTC,2663,0.12
2022-06-11 06:46:32 UTC,2664,0.06
2022-06-11 06:47:22 UTC,2665,0.06
2022-06-11 06:48:12 UTC,2666,0.07
2022-06-11 06:49:03 UTC,2667,0.07
2022-06-11 06:49:53 UTC,2668,0.07
2022-06-11 06:50:43 UTC,2669,0.06
2022-06-11 06:51:33 UTC,2670,-0.02
2022-06-11 06:52:24 UTC,2671,-0.03
2022-06-11 06:53:14 UTC,2672,-0.01
2022-06-11 06:54:04 UTC,2673,-0.01
2022-06-11 06:54:54 UTC,2674,0.06
2022-06-11 06:55:45 UTC,2675,0.03
2022-06-11 06:56:35 UTC,2676,0.02
2022-06-11 06:57:25 UTC,2677,0.02
2022-06-11 06:58:16 UTC,2678,0.03
2022-06-11 06:59:06 UTC,2679,0.03
2022-06-11 06:59:56 UTC,2680,0.03
2022-06-11 07:00:46 UTC,2681,0.02
2022-06-11 07:02:27 UTC,2682,0.02
2022-06-11 07:03:17 UTC,2683,0.03
2022-06-11 07:04:07 UTC,2684,0.03
2022-06-11 07:04:58 UTC,2685,0.02
2022-06-11 07:05:48 UTC,2686,0.02
2022-06-11 07:06:38 UTC,2687,0.03
2022-06-11 07:07:29 UTC,2688,0.07
2022-06-11 07:08:19 UTC,2689,0.06
2022-06-11 07:09:09 UTC,2690,0.06
2022-06-11 07:09:59 UTC,2691,0.06
2022-06-11 07:10:50 UTC,2692,0.06
2022-06-11 07:11:40 UTC,2693,0.06
2022-06-11 07:12:30 UTC,2694,0.06
2022-06-11 07:13:20 UTC,2695,0.06
2022-06-11 07:14:11 UTC,2696,0.06
2022-06-11 07:15:01 UTC,2697,0.07
2022-06-11 07:15:51 UTC,2698,0.06
2022-06-11 07:16:42 UTC,2699,0.07
2022-06-11 07:17:32 UTC,2700,0.07
2022-06-11 07:18:22 UTC,2701,0.06
2022-06-11 07:19:12 UTC,2702,0.06
2022-06-11 07:20:03 UTC,2703,0.06
2022-06-11 07:20:53 UTC,2704,0.07
2022-06-11 07:21:43 UTC,2705,0.07
2022-06-11 07:22:33 UTC,2706,0.07
2022-06-11 07:23:24 UTC,2707,0.07
2022-06-11 07:24:14 UTC,2708,0.06
2022-06-11 07:25:04 UTC,2709,0.06
